client_id,application_date,age,annual_income,loan_amount,term_months,interest_rate,loan_purpose,employment_status,credit_score,dti,default
2135,2022-11-14,40,40880.96,14553.25,12,0.1144,home_improvement,employed,703,5.07,0
2136,2022-02-14,34,41571.87,6407.84,12,0.1027,home_improvement,employed,752,3.17,0
2137,2022-02-26,22,41795.68,5070.64,24,0.1183,home_improvement,unemployed,742,1.0,1
2138,2023-01-21,29,28338.64,4301.57,24,0.0815,small_business,self_employed,677,3.67,0
2139,2022-07-02,57,29441.13,9478.39,12,0.0574,education,employed,595,2.71,1
2140,2022-11-13,40,44230.95,24372.31,12,0.0728,debt_consolidation,retired,721,8.98,0
2141,2023-02-12,46,36516.95,9587.54,48,0.1208,car,employed,711,1.0,0
2142,2023-06-01,49,20868.67,14187.76,24,0.042,other,self_employed,693,6.69,0
2143,2023-10-28,21,57477.25,15342.59,60,0.1333,home_improvement,self_employed,726,2.79,1
2144,2023-04-21,55,46736.86,5450.83,24,0.0567,other,employed,657,1.0,0
2145,2022-01-19,26,35451.52,9389.36,36,0.1134,small_business,employed,584,3.11,0
2146,2022-01-31,57,31717.99,15746.49,24,0.0594,home_improvement,retired,627,5.26,0
2147,2023-05-06,25,37384.11,14569.96,24,0.0721,debt_consolidation,employed,506,4.26,1
2148,2023-10-21,53,41210.24,1000.0,36,0.0283,debt_consolidation,employed,706,1.0,0
2149,2023-04-13,69,12000.0,15566.46,36,0.1456,home_improvement,employed,676,12.97,0
2150,2023-01-31,34,60348.2,8694.06,48,0.1072,car,employed,731,1.68,1
2151,2023-02-23,32,25521.39,8851.1,48,0.109,small_business,retired,725,3.91,0
2152,2023-01-08,62,34977.13,14429.19,36,0.0752,small_business,employed,650,2.93,1
2153,2023-09-29,40,35418.4,21137.62,36,0.0621,debt_consolidation,self_employed,630,9.66,0
2154,2022-11-24,44,58962.2,10797.39,48,0.1133,education,employed,632,2.83,0
2155,2023-06-21,63,33942.51,19074.3,36,0.0539,car,unemployed,794,8.18,1
2156,2022-06-02,54,54062.09,3354.46,60,0.085,debt_consolidation,employed,670,1.0,0
2157,2023-12-27,45,39880.73,12784.46,48,0.0525,car,employed,663,1.0,0
2158,2023-10-15,49,23457.38,8753.67,12,0.0937,other,student,697,7.96,0
2159,2022-10-25,59,36616.49,13692.04,24,0.0325,car,employed,584,4.82,1
2160,2022-05-23,51,33577.9,10222.16,36,0.0456,debt_consolidation,employed,656,4.38,1
2161,2023-06-19,67,21991.15,3953.63,48,0.0642,car,student,628,2.8,0
2162,2022-04-22,63,39292.67,6675.54,36,0.1084,debt_consolidation,self_employed,616,2.84,0
2163,2022-09-26,43,35265.23,2140.79,48,0.0741,home_improvement,self_employed,664,1.0,0
2164,2022-04-06,64,41677.06,4158.59,24,0.1195,debt_consolidation,employed,682,1.0,0
2165,2022-11-27,58,37320.23,14881.95,24,0.135,small_business,employed,604,2.73,1
2166,2022-06-21,40,27186.77,10493.78,12,0.0807,debt_consolidation,employed,658,5.73,0
2167,2023-04-07,43,44220.01,13385.19,36,0.0456,home_improvement,student,684,1.2,0
2168,2022-10-18,65,27507.22,22893.46,36,0.119,debt_consolidation,student,707,6.93,1
2169,2022-08-23,36,12000.0,10224.17,24,0.0438,other,employed,663,8.93,1
2170,2023-02-23,62,36543.84,15805.7,36,0.0629,car,employed,699,4.64,1
2171,2022-11-02,28,28351.12,12168.81,12,0.039,small_business,employed,658,5.05,0
2172,2023-05-03,41,39585.57,28576.11,12,0.1189,small_business,employed,756,7.69,0
2173,2022-03-28,21,58986.46,1000.0,48,0.1072,education,employed,712,1.17,1
2174,2022-11-29,28,59332.88,7694.03,24,0.1385,small_business,self_employed,639,3.89,1
2175,2023-12-11,49,33018.52,15924.14,36,0.0768,debt_consolidation,retired,650,5.88,0
2176,2022-10-25,52,25081.82,7482.57,48,0.0653,home_improvement,self_employed,703,5.9,0
2177,2022-05-23,58,42016.2,15396.43,48,0.0743,debt_consolidation,self_employed,648,5.5,0
2178,2022-03-01,25,30557.29,11639.52,24,0.05,small_business,unemployed,564,2.66,0
2179,2022-01-02,67,39701.32,17189.69,36,0.1329,other,self_employed,697,3.5,0
2180,2023-02-21,42,27069.67,5207.26,48,0.1913,other,employed,657,1.0,0
2181,2022-06-02,67,38008.31,13037.05,48,0.0683,debt_consolidation,employed,720,3.73,0
2182,2022-09-11,54,25256.31,14796.11,48,0.1078,car,employed,682,6.47,1
2183,2023-07-25,21,49211.04,12790.73,24,0.0853,car,self_employed,718,4.31,1
2184,2023-01-03,46,27920.27,12896.47,24,0.1033,debt_consolidation,student,831,5.23,0
2185,2022-01-25,63,42933.23,19214.59,36,0.1218,debt_consolidation,employed,756,5.86,1
2186,2022-05-13,30,19822.79,1920.57,48,0.0557,car,retired,658,1.0,0
2187,2022-08-31,50,44374.09,12749.8,24,0.0756,other,employed,705,3.93,0
2188,2022-03-03,38,23403.39,4745.11,12,0.1261,home_improvement,unemployed,687,1.48,0
2189,2023-03-03,37,38134.12,16545.67,48,0.1053,home_improvement,retired,696,4.1,0
2190,2023-09-08,46,47278.41,6972.4,24,0.0998,car,self_employed,585,1.0,0
2191,2023-03-28,28,32600.21,1000.0,24,0.1053,home_improvement,retired,743,3.39,0
2192,2022-03-19,67,22650.0,16688.8,12,0.1082,other,employed,541,6.48,0
2193,2023-12-22,60,40961.75,10389.77,24,0.1247,home_improvement,employed,678,4.4,1
2194,2022-04-15,69,24908.22,14139.78,36,0.1126,debt_consolidation,employed,574,6.72,0
2195,2023-08-26,32,30149.05,20562.05,24,0.0885,car,employed,637,5.46,1
2196,2023-11-07,47,38185.55,14228.41,12,0.1006,other,retired,692,3.87,0
2197,2023-01-15,28,51328.11,13016.57,12,0.088,car,employed,732,1.0,0
2198,2023-01-29,45,35318.64,11716.38,24,0.0676,home_improvement,self_employed,741,7.42,0
2199,2022-04-25,66,35274.29,5116.16,36,0.0885,debt_consolidation,unemployed,668,1.0,1
2200,2023-10-24,24,43850.15,10708.51,12,0.0866,debt_consolidation,employed,739,5.16,0
2201,2023-08-21,53,35604.46,23843.39,36,0.0391,small_business,employed,676,10.72,1
2202,2023-06-24,21,42626.36,9748.68,12,0.1132,debt_consolidation,employed,637,1.61,1
2203,2022-02-17,39,47942.4,11063.92,24,0.1183,debt_consolidation,employed,702,2.83,1
2204,2022-07-07,51,31067.15,19542.51,24,0.1063,car,employed,624,7.92,0
2205,2023-08-19,36,12000.0,2752.27,12,0.1165,other,employed,672,6.55,0
2206,2023-07-29,34,25184.87,15720.74,36,0.0847,debt_consolidation,employed,651,7.1,0
2207,2023-05-29,68,49504.18,2466.72,36,0.0746,small_business,self_employed,586,1.0,1
2208,2022-02-20,25,34594.82,14395.13,48,0.1185,debt_consolidation,self_employed,699,2.19,1
2209,2022-08-14,61,30930.44,11865.54,12,0.0582,small_business,self_employed,688,2.81,0
2210,2023-01-03,46,49001.42,15674.4,12,0.0572,other,employed,749,2.84,0
2211,2022-03-21,48,33784.1,5925.15,24,0.1034,debt_consolidation,student,567,4.71,1
2212,2022-07-25,22,12000.0,8789.8,48,0.1026,debt_consolidation,retired,637,12.57,1
2213,2023-09-20,26,16936.38,15984.32,24,0.1179,debt_consolidation,student,747,12.32,0
2214,2023-02-03,29,40023.78,8941.0,36,0.0387,education,employed,711,3.38,0
2215,2023-06-11,53,34197.31,16533.09,24,0.0871,debt_consolidation,retired,723,7.17,1
2216,2022-08-05,61,52455.88,13255.02,12,0.0561,debt_consolidation,unemployed,767,1.66,1
2217,2022-02-12,45,26200.78,9325.49,60,0.1157,debt_consolidation,employed,634,7.05,0
2218,2023-04-01,68,31285.99,10107.87,36,0.13,car,employed,628,1.01,1
2219,2023-09-07,33,24385.96,12021.03,48,0.1051,debt_consolidation,self_employed,731,5.0,1
2220,2022-10-21,29,28752.87,10678.91,36,0.0733,small_business,employed,718,5.76,0
2221,2023-07-29,33,12297.15,16381.5,36,0.0675,small_business,employed,672,15.01,1
2222,2023-05-14,51,30371.78,9772.32,12,0.0776,car,employed,670,8.8,0
2223,2022-08-26,61,34377.57,8561.81,36,0.0648,home_improvement,self_employed,621,4.32,1
2224,2022-11-03,31,33364.03,17461.51,24,0.0852,home_improvement,retired,774,8.25,0
2225,2023-08-13,24,60794.64,9467.23,36,0.0675,education,employed,801,1.0,0
2226,2023-08-18,54,57001.81,8757.77,36,0.0486,car,self_employed,747,3.77,1
2227,2022-06-03,58,25989.21,1000.0,48,0.1014,car,employed,719,2.08,1
2228,2022-04-07,66,12000.0,5762.98,36,0.1037,home_improvement,self_employed,715,8.89,0
2229,2022-06-23,24,33809.6,6968.24,36,0.141,education,employed,699,1.0,1
2230,2023-10-14,58,39518.12,8759.22,12,0.077,debt_consolidation,retired,574,1.1,0
2231,2022-04-03,39,24674.19,7667.16,24,0.0333,debt_consolidation,employed,651,4.4,1
2232,2023-10-14,26,25268.29,17898.3,12,0.1145,debt_consolidation,employed,729,9.23,1
2233,2022-01-29,54,53990.66,7349.11,48,0.1178,home_improvement,employed,629,1.54,1
2234,2022-03-02,38,31909.38,7796.24,60,0.1243,car,unemployed,689,1.0,1
2235,2022-02-10,33,42947.0,12933.93,24,0.1341,home_improvement,student,749,4.01,0
2236,2023-05-09,61,23836.33,5389.91,12,0.1346,car,employed,750,3.33,1
2237,2023-10-22,43,34316.71,21383.95,36,0.0607,small_business,employed,736,7.47,1
2238,2023-11-01,39,30963.94,16812.94,48,0.1364,debt_consolidation,self_employed,697,6.44,1
2239,2022-10-22,65,26895.52,4991.48,36,0.0802,home_improvement,retired,727,4.11,0
2240,2022-10-23,31,48863.6,18082.0,12,0.114,home_improvement,employed,665,4.13,1
2241,2022-06-28,21,18333.48,19330.25,60,0.0978,car,employed,782,10.14,1
2242,2022-09-15,44,38600.68,5147.31,48,0.0608,car,employed,584,4.41,1
2243,2023-12-31,27,30738.54,5009.0,12,0.1248,small_business,employed,684,4.65,1
2244,2023-03-25,45,39977.89,8337.52,60,0.0763,debt_consolidation,employed,651,2.42,0
2245,2023-10-30,41,30901.08,3508.77,36,0.1458,small_business,employed,720,3.11,0
2246,2022-11-03,35,45406.32,7318.27,24,0.0671,other,employed,659,1.0,1
2247,2022-04-30,21,23723.57,9599.25,36,0.0599,home_improvement,self_employed,825,4.56,0
2248,2022-09-21,32,48890.64,15024.91,48,0.0701,small_business,student,734,1.0,1
2249,2022-10-14,27,34654.37,12487.35,36,0.1349,home_improvement,retired,620,6.57,1
2250,2023-07-05,35,19057.97,11111.87,12,0.043,car,self_employed,520,4.0,0
2251,2022-07-07,41,43162.59,9100.96,60,0.1174,other,unemployed,611,1.71,0
2252,2022-08-30,39,32613.8,4152.27,12,0.145,debt_consolidation,employed,713,1.96,0
2253,2023-08-18,49,14505.94,15550.31,48,0.0849,debt_consolidation,self_employed,664,14.5,0
2254,2022-07-24,45,38989.62,15416.24,36,0.0782,debt_consolidation,employed,645,5.8,0
2255,2023-10-18,53,47079.15,8298.91,24,0.0924,home_improvement,self_employed,636,4.4,0
2256,2022-10-06,69,50385.63,5393.07,24,0.0563,debt_consolidation,student,729,2.89,0
2257,2023-01-30,52,30459.78,21336.63,48,0.1694,other,retired,660,11.02,1
2258,2023-04-17,69,36743.82,13480.38,36,0.1101,car,employed,653,1.0,1
2259,2023-01-12,55,35606.44,14381.81,36,0.0534,small_business,unemployed,739,3.88,0
2260,2023-11-25,64,52877.63,14640.89,36,0.0658,debt_consolidation,retired,773,4.22,0
2261,2022-11-21,58,25274.14,4785.1,48,0.0954,debt_consolidation,employed,613,5.42,1
2262,2022-01-12,46,29424.09,20995.66,36,0.0512,debt_consolidation,unemployed,750,7.55,1
2263,2022-10-19,31,24983.36,9579.01,24,0.0449,debt_consolidation,employed,673,8.53,0
2264,2022-02-26,55,17610.19,16932.25,24,0.0988,car,retired,735,12.24,0
2265,2022-06-03,28,37973.45,20750.6,48,0.1202,other,employed,719,5.13,0
2266,2023-08-27,66,54215.58,12488.26,36,0.1175,car,employed,681,1.0,0
2267,2023-04-09,34,32618.19,4911.13,24,0.0882,home_improvement,self_employed,683,3.28,1
2268,2023-08-25,30,24417.24,1000.0,60,0.0818,car,employed,720,1.0,1
2269,2023-05-31,22,37242.32,11769.51,48,0.0916,debt_consolidation,employed,614,3.25,0
2270,2023-10-18,66,42069.42,13500.87,12,0.1198,car,employed,611,4.17,1
2271,2022-01-22,29,33123.64,8515.35,60,0.0523,debt_consolidation,unemployed,804,3.48,0
2272,2023-12-05,23,51842.42,12814.11,36,0.0667,other,employed,750,6.79,0
2273,2022-04-17,41,25251.66,14582.07,24,0.0787,education,unemployed,739,7.71,1
2274,2022-11-22,46,31556.36,17963.57,24,0.0827,car,unemployed,670,5.62,0
2275,2023-03-02,28,38551.85,10628.61,36,0.0884,home_improvement,employed,581,1.81,1
2276,2022-08-27,68,39715.57,11727.95,48,0.0893,debt_consolidation,self_employed,648,6.88,0
2277,2022-12-07,22,35566.74,10928.4,24,0.1102,education,employed,704,2.65,0
2278,2023-12-31,26,19658.96,12201.57,24,0.0371,small_business,employed,749,8.61,1
2279,2022-02-08,48,63056.14,8920.89,24,0.042,small_business,employed,705,2.08,1
2280,2023-10-24,49,32168.36,8892.21,36,0.07,debt_consolidation,employed,707,4.16,1
2281,2022-01-30,46,36323.21,9269.86,24,0.1159,debt_consolidation,employed,669,5.86,0
2282,2023-02-18,45,42401.13,12937.6,12,0.0704,car,employed,718,4.23,0
2283,2022-06-10,32,27361.94,6916.12,36,0.0888,other,self_employed,625,4.67,1
2284,2023-09-08,25,35683.12,9294.04,48,0.0938,other,employed,687,3.74,0
2285,2023-11-01,54,26873.72,22851.54,36,0.0995,car,retired,666,9.29,0
2286,2022-11-05,68,39986.61,17378.4,24,0.1369,small_business,employed,766,6.2,0
2287,2023-02-18,57,31687.73,6257.51,36,0.1108,other,employed,508,1.07,1
2288,2022-05-14,35,38224.62,17188.04,24,0.1199,debt_consolidation,employed,670,3.07,0
2289,2023-07-20,64,22441.55,15764.35,60,0.0862,small_business,employed,694,9.59,0
2290,2022-12-01,56,25053.0,11376.48,48,0.1342,debt_consolidation,unemployed,568,6.37,0
2291,2022-02-05,35,18618.31,7752.16,24,0.0921,debt_consolidation,employed,724,5.72,1
2292,2023-10-05,63,26473.64,7070.92,24,0.0313,debt_consolidation,employed,672,3.16,1
2293,2022-03-21,68,12000.0,13343.04,36,0.1638,car,employed,622,13.19,1
2294,2023-03-13,43,31314.8,6922.6,36,0.0914,small_business,employed,741,1.0,0
2295,2022-04-30,26,28589.12,18583.33,36,0.1059,car,employed,635,4.07,1
2296,2022-05-14,66,36810.93,20284.84,48,0.0579,debt_consolidation,employed,728,8.39,0
2297,2023-02-09,64,35535.29,11743.17,48,0.1559,debt_consolidation,employed,691,5.71,1
2298,2023-12-18,63,50084.96,18832.68,36,0.0662,home_improvement,employed,655,4.01,1
2299,2022-09-22,65,66131.72,9530.71,48,0.0784,home_improvement,employed,619,4.67,1
2300,2022-08-21,41,48650.47,7713.89,48,0.0441,home_improvement,unemployed,637,2.9,1
2301,2023-03-23,43,29562.71,18601.65,48,0.1009,debt_consolidation,employed,732,8.22,1
2302,2023-03-03,63,29079.31,21479.2,60,0.0816,education,employed,749,12.9,1
2303,2022-01-28,36,45423.96,23778.95,24,0.0437,other,employed,721,3.77,0
2304,2022-10-28,67,14799.86,13995.93,24,0.088,car,employed,678,11.24,0
2305,2023-07-24,35,31217.56,17172.66,48,0.0928,education,employed,721,4.89,0
2306,2022-01-29,45,32142.16,13863.7,48,0.0826,other,employed,698,4.44,0
2307,2023-01-12,56,42009.58,20420.27,60,0.0354,home_improvement,employed,643,5.7,1
2308,2022-11-09,31,42366.4,14599.7,12,0.0987,home_improvement,employed,625,4.05,0
2309,2022-02-02,35,26065.27,16830.5,36,0.052,education,unemployed,661,5.6,1
2310,2023-03-30,24,30027.53,5187.49,12,0.1167,debt_consolidation,unemployed,641,2.21,0
2311,2023-09-12,41,40341.25,10613.02,36,0.0733,home_improvement,employed,687,1.51,0
2312,2023-05-16,33,25412.95,16881.82,24,0.1178,small_business,employed,776,10.36,0
2313,2022-09-29,42,49473.42,16343.84,12,0.0904,debt_consolidation,self_employed,696,5.49,0
2314,2023-05-16,39,42310.1,17393.42,12,0.092,other,unemployed,768,5.62,0
2315,2023-12-04,54,37058.11,12723.93,36,0.1283,home_improvement,student,680,3.17,1
2316,2023-08-16,34,39691.29,8087.87,24,0.0655,car,employed,669,2.75,0
2317,2022-03-23,24,29397.31,11646.32,12,0.0571,home_improvement,employed,589,6.17,0
2318,2023-08-31,68,27484.5,12282.21,24,0.1067,car,self_employed,718,4.68,0
2319,2022-05-26,66,29903.33,13450.44,24,0.0506,small_business,unemployed,640,2.22,0
2320,2023-07-23,47,40999.6,6192.81,60,0.066,car,employed,628,3.25,1
2321,2023-12-31,49,37412.18,10404.8,24,0.0426,other,self_employed,619,4.4,0
2322,2022-10-11,67,29927.43,11467.99,24,0.1246,car,employed,701,5.24,0
2323,2023-11-11,48,43994.98,1000.0,48,0.0599,home_improvement,employed,645,1.0,0
2324,2022-05-16,55,32912.64,16995.03,36,0.0704,other,employed,778,8.11,0
2325,2023-10-15,28,26680.27,12984.1,48,0.0513,debt_consolidation,employed,747,8.13,0
2326,2022-06-21,36,38052.1,13591.91,36,0.0784,education,self_employed,647,4.85,1
2327,2023-07-13,62,22843.65,8907.02,60,0.0857,debt_consolidation,self_employed,537,3.88,1
2328,2022-01-10,56,14753.32,15517.5,24,0.1148,small_business,unemployed,687,11.86,1
2329,2022-10-24,50,34938.75,7008.45,60,0.0503,home_improvement,employed,661,1.62,1
2330,2023-12-08,38,27111.03,7951.11,48,0.072,other,employed,733,2.64,0
2331,2022-11-26,22,31950.15,15769.98,36,0.1327,small_business,employed,680,5.21,0
2332,2023-03-09,69,23399.2,14142.97,36,0.1212,debt_consolidation,employed,749,7.9,0
2333,2023-03-24,33,49507.19,4334.4,36,0.0697,debt_consolidation,self_employed,709,2.84,0
2334,2022-01-15,24,27062.09,21464.23,12,0.0885,home_improvement,employed,603,12.42,1
2335,2022-08-04,46,29816.01,7449.01,24,0.149,car,employed,635,1.17,0
2336,2023-12-02,45,39534.6,11204.44,60,0.0542,debt_consolidation,employed,652,1.9,0
2337,2022-09-10,50,18480.63,22480.72,36,0.0324,debt_consolidation,employed,669,16.28,0
2338,2022-11-26,31,17593.4,1000.0,24,0.0739,home_improvement,self_employed,663,1.0,0
2339,2023-07-18,27,39571.43,1762.44,48,0.0875,debt_consolidation,employed,723,1.0,0
2340,2023-03-06,51,29660.63,14651.6,36,0.0659,small_business,unemployed,710,4.04,0
2341,2022-02-28,64,24182.06,1000.0,12,0.1193,small_business,self_employed,654,1.0,0
2342,2022-06-25,30,42240.48,1000.0,48,0.0963,small_business,employed,719,3.56,0
2343,2023-01-09,59,25256.94,19050.95,48,0.0719,debt_consolidation,employed,609,8.79,1
2344,2022-10-22,33,31705.85,9546.76,24,0.0738,debt_consolidation,self_employed,721,4.16,0
2345,2023-09-30,51,24246.43,25176.54,60,0.0676,home_improvement,employed,732,10.06,0
2346,2023-07-08,27,38641.25,5791.38,24,0.1149,other,unemployed,696,3.95,1
2347,2022-11-03,69,50984.91,10089.11,36,0.0758,debt_consolidation,employed,711,4.12,0
2348,2022-12-14,62,12667.52,15243.78,12,0.0542,debt_consolidation,employed,719,13.49,1
2349,2022-12-27,62,36351.89,14829.17,36,0.1189,debt_consolidation,retired,742,3.52,0
2350,2022-03-07,56,45279.06,10470.6,24,0.0817,home_improvement,employed,724,4.69,0
2351,2023-07-24,40,29942.27,8109.24,24,0.0492,home_improvement,employed,752,2.8,0
2352,2023-10-01,24,21427.49,13388.17,48,0.1414,debt_consolidation,employed,585,6.17,1
2353,2023-05-31,27,40051.56,20261.32,12,0.1083,car,employed,687,5.34,1
2354,2022-08-23,21,47019.84,16576.85,48,0.0914,home_improvement,employed,677,4.71,1
2355,2023-03-09,64,45686.27,8205.19,36,0.0836,car,employed,689,3.62,1
2356,2023-01-22,65,39390.91,6049.36,60,0.0816,home_improvement,employed,734,2.49,0
2357,2022-02-01,62,36174.96,7843.27,36,0.081,small_business,retired,687,3.14,1
2358,2023-11-18,67,24211.85,4357.54,12,0.0818,education,employed,685,1.68,0
2359,2023-07-28,33,45382.94,12884.46,12,0.0723,home_improvement,employed,708,3.7,0
2360,2022-08-14,42,44719.48,16882.72,48,0.0869,small_business,employed,589,3.75,0
2361,2022-05-24,41,21343.3,11571.96,48,0.0717,other,employed,773,5.96,0
2362,2023-03-28,42,39373.76,22318.6,24,0.0967,car,employed,673,9.64,0
2363,2022-01-18,48,42833.89,22652.49,36,0.0893,debt_consolidation,employed,768,6.43,1
2364,2023-01-25,29,45585.37,13846.41,36,0.069,small_business,retired,628,2.91,1
2365,2022-12-28,46,34100.12,16211.63,60,0.0874,debt_consolidation,employed,625,4.35,1
2366,2022-11-17,29,24709.19,6597.25,60,0.1063,other,employed,666,1.0,0
2367,2023-08-15,35,28974.61,9835.16,60,0.0223,debt_consolidation,self_employed,682,8.24,0
2368,2022-10-20,30,22913.0,19633.62,48,0.1073,other,employed,649,14.67,0
2369,2022-03-14,44,34387.27,8524.36,60,0.0532,home_improvement,unemployed,631,4.23,0
2370,2022-04-10,62,32037.38,20924.28,24,0.0762,small_business,employed,702,5.76,0
2371,2023-04-27,28,60740.44,18675.38,48,0.02,car,self_employed,766,9.16,0
2372,2022-09-13,44,45736.13,16509.74,48,0.107,other,unemployed,779,1.52,1
2373,2022-11-11,36,46634.58,4963.83,60,0.0678,debt_consolidation,retired,662,2.06,1
2374,2022-06-11,69,40656.23,10128.08,36,0.075,debt_consolidation,employed,615,1.0,0
2375,2022-10-20,46,30592.19,15865.25,12,0.0927,debt_consolidation,unemployed,664,1.88,0
2376,2022-06-11,47,31695.32,6085.51,36,0.0309,other,employed,782,2.77,0
2377,2023-10-03,57,32793.57,10859.54,36,0.0919,car,self_employed,741,4.69,1
2378,2022-11-05,24,37258.8,16512.79,24,0.1094,home_improvement,employed,703,5.55,1
2379,2023-07-28,44,39670.04,8590.97,24,0.0952,education,employed,651,5.58,0
2380,2022-05-23,39,35008.5,6921.27,36,0.0782,small_business,employed,734,2.28,0
2381,2022-08-11,56,31512.82,1195.35,24,0.0912,home_improvement,employed,815,2.08,0
2382,2022-11-03,59,27870.61,9680.19,24,0.0877,home_improvement,employed,671,2.6,1
2383,2022-01-14,30,18288.21,16639.09,12,0.1128,education,self_employed,561,13.5,1
2384,2023-09-02,45,50400.55,6762.58,60,0.1277,education,employed,618,4.37,0
2385,2023-07-25,38,61466.35,12107.23,48,0.0777,debt_consolidation,self_employed,683,1.85,1
2386,2022-06-29,39,49392.04,10654.74,12,0.0969,debt_consolidation,employed,670,3.34,0
2387,2023-05-28,56,19891.21,8000.26,48,0.07,debt_consolidation,employed,761,3.43,0
2388,2022-08-15,30,44444.2,17026.23,48,0.1025,car,employed,644,4.15,0
2389,2023-04-04,53,47285.32,21853.63,12,0.1038,car,employed,669,7.02,0
2390,2022-05-25,25,30158.75,18026.03,24,0.085,home_improvement,employed,641,8.14,0
2391,2023-10-07,67,40867.13,7824.38,36,0.1056,other,student,726,1.0,0
2392,2023-10-19,69,29524.36,23954.19,36,0.0901,debt_consolidation,employed,628,7.46,0
2393,2023-04-28,55,53347.15,18008.42,48,0.0886,small_business,self_employed,665,2.87,0
2394,2023-07-13,64,39384.45,9255.86,36,0.0636,home_improvement,employed,588,3.26,1
2395,2023-12-21,54,23994.13,7348.04,24,0.0952,debt_consolidation,retired,648,1.84,0
2396,2023-03-09,53,43037.7,18726.24,60,0.0727,home_improvement,employed,779,2.39,0
2397,2022-08-30,41,47705.37,13042.62,24,0.1161,other,retired,786,1.0,0
2398,2023-09-08,37,37377.58,6895.41,48,0.0647,debt_consolidation,employed,720,6.39,1
2399,2022-10-04,42,40753.3,11111.35,12,0.0981,car,employed,706,3.67,0
2400,2023-10-31,68,34162.96,9556.82,24,0.0822,debt_consolidation,employed,642,1.0,0
2401,2022-07-07,57,21388.63,7055.65,36,0.098,debt_consolidation,employed,691,6.02,0
2402,2023-11-17,35,33179.19,18087.52,24,0.0883,home_improvement,employed,689,9.53,1
2403,2022-04-10,55,41276.48,16690.35,36,0.0655,small_business,employed,681,5.28,0
2404,2023-06-06,48,33463.68,17031.25,24,0.1228,education,unemployed,728,7.35,0
2405,2022-03-25,27,44609.19,16948.02,36,0.0634,car,employed,623,7.18,1
2406,2022-02-22,52,30293.82,6503.8,36,0.1093,other,employed,833,3.79,0
2407,2022-05-07,31,31080.91,8377.88,12,0.039,debt_consolidation,employed,777,4.5,1
2408,2023-10-09,30,44973.44,20751.95,48,0.0813,education,self_employed,631,2.47,1
2409,2022-10-13,29,37662.23,12648.07,24,0.1359,car,employed,686,1.0,0
2410,2022-02-24,34,30059.34,3177.18,24,0.0817,other,employed,644,2.99,0
2411,2023-07-31,33,47405.66,13301.67,36,0.0929,small_business,employed,718,2.92,0
2412,2022-01-21,45,26735.17,15928.75,36,0.1381,other,employed,674,6.24,1
2413,2022-10-27,22,26276.61,15144.25,36,0.0857,debt_consolidation,employed,567,8.86,1
2414,2022-12-25,55,12000.0,6372.78,12,0.0978,home_improvement,retired,624,4.46,0
2415,2022-05-23,27,28352.38,23320.33,48,0.1081,education,employed,759,9.79,0
2416,2023-09-02,41,50704.6,2996.43,36,0.0486,education,employed,666,1.0,1
2417,2022-01-02,38,12000.0,12665.38,12,0.0754,car,self_employed,666,14.03,0
2418,2022-12-23,23,23576.96,22419.32,24,0.0939,debt_consolidation,employed,720,12.09,1
2419,2023-10-05,62,40268.82,15549.94,48,0.0421,debt_consolidation,self_employed,736,5.32,0
2420,2023-11-19,59,12000.0,17017.32,36,0.1311,debt_consolidation,student,674,16.19,0
2421,2023-03-28,61,28871.62,5681.02,12,0.1127,small_business,student,550,1.6,1
2422,2022-02-16,69,48690.36,14082.28,24,0.1082,small_business,employed,631,4.15,1
2423,2023-03-03,31,59516.31,11780.38,24,0.1296,debt_consolidation,employed,551,1.37,0
2424,2023-06-23,59,38482.96,5219.73,36,0.1117,other,retired,596,1.0,1
2425,2023-07-02,44,23882.4,17190.43,48,0.0831,debt_consolidation,employed,684,11.21,0
2426,2023-11-23,66,23478.46,7083.08,36,0.041,car,employed,682,2.27,1
2427,2023-05-03,39,36738.9,7794.45,36,0.0696,debt_consolidation,employed,756,1.63,0
2428,2023-07-17,24,38371.56,14595.48,60,0.0704,small_business,employed,678,7.02,1
2429,2022-12-08,46,57295.15,11140.53,36,0.1086,education,student,627,1.0,0
2430,2023-11-03,58,46649.66,13015.73,36,0.0924,car,self_employed,752,3.99,0
2431,2023-06-13,62,36009.28,10773.0,24,0.043,education,employed,785,4.41,0
2432,2022-10-06,52,30977.51,20478.37,36,0.116,debt_consolidation,unemployed,734,7.75,1
2433,2022-06-21,59,71176.54,6449.82,36,0.1299,car,employed,675,1.0,0
2434,2022-10-29,65,42519.14,9211.15,24,0.1343,car,retired,661,1.0,1
2435,2023-01-31,66,26974.98,14887.03,60,0.0561,debt_consolidation,employed,608,7.88,1
2436,2023-07-20,56,32304.52,6072.49,48,0.0996,small_business,employed,632,4.46,1
2437,2023-06-09,60,24470.54,5806.66,48,0.0598,home_improvement,employed,653,4.84,0
2438,2023-12-15,57,12000.0,12826.46,36,0.1482,debt_consolidation,employed,600,13.56,1
2439,2022-11-23,53,38751.81,17204.12,36,0.0909,debt_consolidation,employed,659,1.37,0
2440,2023-03-26,56,56389.45,17987.27,24,0.0789,debt_consolidation,employed,663,5.37,0
2441,2022-03-03,23,15433.31,12550.44,24,0.0734,debt_consolidation,student,756,9.53,0
2442,2022-07-20,29,35663.15,7967.2,48,0.1,car,retired,582,1.5,1
